Producto,Categoría,Anterior,Último,Diferencia,Medida,Tendencia,Fecha
Cereales,Trigo panificable,"201,00","202,00","1,00",Eur / Tm.,,06-08-2007
Cereales,Trigo pienso,"192,00","194,00","2,00",Eur / Tm.,,06-08-2007
Cereales,Cebada,"165,00","169,00","4,00",Eur / Tm.,,06-08-2007
Cereales,Avena,"137,00","140,00","3,00",Eur / Tm.,,06-08-2007
Cereales,Centeno,"159,00","162,00","3,00",Eur / Tm.,,06-08-2007
Cereales,Maíz,"202,00","206,00","4,00",Eur / Tm.,,06-08-2007
Leguminosas,Garbanzo pedrosillano,"0,00","0,00","0,00",Eur / Tm.,,06-08-2007
Leguminosas,Lenteja de Salamanca,"1100,00","1100,00","0,00",Eur / Tm.,,06-08-2007
Leguminosas,Lenteja armuña D.O.,"1300,00","1300,00","0,00",Eur / Tm.,,06-08-2007
Oleaginosas,Girasol,"0,00","0,00","0,00",Eur / Tm.,,06-08-2007
Forrajes,Forrajes (Avena),"62,00","62,00","0,00",Eur / Tm.,,06-08-2007
Forrajes,Alfalfa empacada,"131,00","131,00","0,00",Eur / Tm.,,06-08-2007
Forrajes,Veza henificada,"0,00","0,00","0,00",Eur / Tm.,,06-08-2007
Forrajes,Paja paquete pequeño,"0,00","0,00","0,00",Eur / Tm.,,06-08-2007
Forrajes,Paja paquete grande,"23,00","23,00","0,00",Eur / Tm.,,06-08-2007
Lechazo,Hasta 11 Kg,"4,40","4,40","0,00",Eur / Kg. Vivo,,06-08-2007
Lechazo,"11,01 a 13 KG.","3,95","3,95","0,00",Eur / Kg. Vivo,,06-08-2007
Lechazo,"13,01 a 15 KG.","3,20","3,20","0,00",Eur / Kg. Vivo,,06-08-2007
Cordero,"15,01 a 19 KG.","2,45","2,45","0,00",Eur / Kg. Vivo,,06-08-2007
Cordero,"19,01 a 23 KG.","2,00","2,00","0,00",Eur / Kg. Vivo,,06-08-2007
Cordero,"23,01 a 25,49 KG.","1,85","1,85","0,00",Eur / Kg. Vivo,,06-08-2007
Cordero,"25,5 a 28 KG.","1,75","1,75","0,00",Eur / Kg. Vivo,,06-08-2007
Cordero,"28,01 a 34 KG.","1,60","1,60","0,00",Eur / Kg. Vivo,,06-08-2007
Oveja,Sacrificio,"3,00 / 6,00","3,00 / 6,00","0,00",Eur / Unidad,,06-08-2007
Porcino blanco,Selecto,"1,19 / 1,20","1,18 / 1,19","-0,01",Eur / Kg. Vivo,,06-08-2007
Oveja,Vida,"54,00 / 66,00","54,00 / 66,00","0,00",Eur / Unidad,,06-08-2007
Porcino blanco,Normal,"1,18 / 1,19","1,17 / 1,18","-0,01",Eur / Kg. Vivo,,06-08-2007
Porcino blanco,Graso,"1,20 / 1,21","1,19 / 1,20","-0,01",Eur / Kg. Vivo,,06-08-2007
Porcino blanco,Cerdas,"0,51 / 0,54","0,51 / 0,54","0,00",Eur / Kg. Vivo,,06-08-2007
Lechón,Selecto,"24,00","24,00","0,00",Eur / Unidad,,06-08-2007
Tostón, 4 A 6 Kg,"15,00","15,00","0,00",Eur / Unidad,,06-08-2007
Tostón,"6,01 A 8 Kg","19,00","19,00","0,00",Eur / Unidad,,06-08-2007
Porcino Ibérico,Bellota 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,06-08-2007
Porcino Ibérico,Recebo 160-170 Kg,"0,00 / 0,00","0,00 / 0,00","0,00",Eur / Kg. Vivo,,06-08-2007
